species,unique_id,kmer_size,seq_length,madb_time,madb_score,madb_distance,madb_bubbles,madb_braids,madb_cycles,madb_longest_braid_length,jaccard_distance,ensembl_pd,ensembl_score,cogent3_time,cogent3_score,cogent3_pd,madb_ungapped_sw_length,ungapped_sw_time
Chimpanzee,ENSG00000184389.fa,75,14423,0.5061030387878418,12354.73678774617,0.0080279232111692,12,13,False,2323,0.7573400908773156,0.0114322518315755,8193.906621684873,13.164615869522097,12354.73678774617,0.0115056116326674,14180,5.269479990005493
Chimpanzee,ENSG00000184389.fa,80,14423,0.5028781890869141,12354.73678774617,0.0078809882227928,12,13,False,2323,0.7731607335490831,0.0114322518315755,8193.906621684873,13.164615869522097,12354.73678774617,0.0115056116326674,14180,5.269479990005493
Chimpanzee,ENSG00000184389.fa,85,14423,0.5201051235198975,12354.73678774617,0.0078809882227928,12,13,False,2323,0.7878193372286433,0.0114322518315755,8193.906621684873,13.164615869522097,12354.73678774617,0.0115056116326674,14180,5.269479990005493
Chimpanzee,ENSG00000184389.fa,90,14423,0.352236270904541,12354.73678774617,0.007782449235173,12,13,False,2323,0.8018386539029224,0.0114322518315755,8193.906621684873,13.164615869522097,12354.73678774617,0.0115056116326674,14180,5.269479990005493
Chimpanzee,ENSG00000184389.fa,95,14423,0.5565378665924072,12354.73678774617,0.0076322006178448,12,13,False,2323,0.8149044479679546,0.0114322518315755,8193.906621684873,13.164615869522097,12354.73678774617,0.0115056116326674,14180,5.269479990005493
Chimpanzee,ENSG00000143632.fa,40,3741,0.0753753185272216,3578.649164489096,0.0095293098469535,4,5,False,1390,0.5759212811113255,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,45,3741,0.0741140842437744,3578.649164489096,0.0095293098469535,4,5,False,1390,0.611864406779661,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,50,3741,0.0714783668518066,3578.649164489096,0.0095293098469535,4,5,False,1390,0.6446326643343767,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,55,3741,0.1882431507110595,3578.649164489096,0.0095293098469535,4,5,False,1390,0.6728651381115724,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,60,3741,0.0742075443267822,3578.649164489096,0.0095293098469535,4,5,False,1390,0.6988656504785538,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,65,3741,0.0762460231781005,3578.649164489096,0.0082367297132397,4,5,False,1390,0.7205933682373473,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,70,3741,0.0752081871032714,3578.649164489096,0.0082367297132397,4,5,False,1390,0.7410146173688736,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,75,3741,0.1938526630401611,3578.649164489096,0.0082367297132397,4,5,False,1390,0.7608474576271187,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,80,3741,0.0778086185455322,3578.649164489096,0.0073455759599332,4,5,False,1390,0.7788927914366951,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,85,3741,0.0762395858764648,3578.649164489096,0.0072140158021298,4,5,False,1306,0.7954733190153642,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,90,3741,0.1942074298858642,3578.649164489096,0.0070871722182849,4,5,False,1306,0.8106827834041164,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000143632.fa,95,3741,0.0764956474304199,3578.649164489096,0.0070871722182849,4,5,False,1306,0.8244139046079224,0.0123722431414739,3588.616359587698,0.3934566974639892,3578.649164489096,0.0118343195266272,3280,0.3670361042022705
Chimpanzee,ENSG00000169717.fa,15,1437,0.027379035949707,1423.920959676019,0.0090466249130132,0,1,False,1437,0.2156739811912226,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,20,1437,0.0264022350311279,1423.920959676019,0.0090466249130132,0,1,False,1437,0.2675626145387905,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,25,1437,0.0259153842926025,1423.920959676019,0.0090466249130132,0,1,False,1437,0.310818888224746,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,30,1437,0.0270278453826904,1423.920959676019,0.0090466249130132,0,1,False,1437,0.3474178403755869,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,35,1437,0.0262098312377929,1423.920959676019,0.0090466249130132,0,1,False,1437,0.3817762399077278,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,40,1437,0.1447956562042236,1423.920959676019,0.0090466249130132,0,1,False,1437,0.4131668558456299,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,45,1437,0.0244393348693847,1423.920959676019,0.0090466249130132,0,1,False,1437,0.4400895856662934,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,50,1437,0.0245060920715332,1423.920959676019,0.0090466249130132,0,1,False,1437,0.4629014396456257,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,55,1437,0.0242750644683837,1423.920959676019,0.0090466249130132,0,1,False,1437,0.4852135815991237,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,60,1437,0.0241434574127197,1423.920959676019,0.0090466249130132,0,1,False,1437,0.5070422535211268,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,65,1437,0.0247700214385986,1423.920959676019,0.0090466249130132,0,1,False,1437,0.5284030010718114,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,70,1437,0.0240418910980224,1423.920959676019,0.0090466249130132,0,1,False,1437,0.5493107104984094,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,75,1437,0.0233800411224365,1423.920959676019,0.0090466249130132,0,1,False,1437,0.5697796432318993,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,80,1437,0.0235569477081298,1423.920959676019,0.0090466249130132,0,1,False,1437,0.5898234683281411,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,85,1437,0.0238633155822753,1423.920959676019,0.0090466249130132,0,1,False,1437,0.6094552929085304,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,90,1437,0.0245542526245117,1423.920959676019,0.0090466249130132,0,1,False,1437,0.6286876907426246,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000169717.fa,95,1437,0.1346285343170166,1423.920959676019,0.0090466249130132,0,1,False,1437,0.6475327291037261,0.0090466249130132,1423.920959676019,0.069056749343872,1423.920959676019,0.0090466249130132,1437,0.066526174545288
Chimpanzee,ENSG00000134249-0.fa,15,1469,0.029008150100708,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.2037037037037037,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,20,1469,0.0301623344421386,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.2613908872901679,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,25,1469,0.0295991897583007,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.3129013426736718,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,30,1469,0.0267367362976074,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.3617747440273038,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,35,1469,0.0274262428283691,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.4082085413200221,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,40,1469,0.0297367572784423,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.4515430427720628,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,45,1469,0.0252704620361328,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.4896661367249603,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,50,1469,0.0246775150299072,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.522372528616025,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,55,1469,0.0245561599731445,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.5502049180327868,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,60,1469,0.0242633819580078,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.5750378979282467,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,65,1469,0.0235562324523925,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.5978043912175648,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,70,1469,0.2120563983917236,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.6200098570724495,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,75,1469,0.0236799716949462,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.6416747809152872,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,80,1469,0.0237886905670166,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.6621751684311838,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,85,1469,0.0235216617584228,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.6796949475691134,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,90,1469,0.0229496955871582,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.6968838526912181,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000134249-0.fa,95,1469,0.0230805873870849,1457.9447190992778,0.0074880871341048,0,1,False,1469,0.7137511693171188,0.0074880871341048,1457.9447190992778,0.070026159286499,1457.9447190992778,0.0074880871341048,1469,0.0661697387695312
Chimpanzee,ENSG00000282608.fa,60,4506,0.0976960659027099,3402.614889934426,0.0085493656922228,3,4,True,1505,0.6750039080819135,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,65,4506,0.0958955287933349,3402.614889934426,0.0082833476149671,3,4,True,1505,0.6932902431517389,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,70,4506,0.2140140533447265,3402.614889934426,0.0082833476149671,3,4,True,1505,0.7094276605434948,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,75,4506,0.0980610847473144,3402.614889934426,0.0082833476149671,3,4,True,1505,0.7240810202550638,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,80,4506,0.0988550186157226,3364.67532092658,0.0067401960784313,3,4,True,1427,0.7360285374554103,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,85,4506,0.2279520034790039,3364.67532092658,0.0069095477386934,3,3,True,1427,0.7454625940681718,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,90,4506,0.1025872230529785,3364.67532092658,0.0069095477386934,3,3,True,1427,0.7544708296687188,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000282608.fa,95,4506,0.1006433963775634,3364.67532092658,0.0069095477386934,3,3,True,1427,0.763361001893112,0.0125319693094629,2760.586004137881,0.5517609119415283,3364.67532092658,0.0107193901858027,3282,0.5001819133758545
Chimpanzee,ENSG00000116863.fa,35,5046,0.0900120735168457,1041.2944846363855,0.008080808080808,5,6,False,1584,0.4615147783251231,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000116863.fa,40,5046,0.2097394466400146,1041.2944846363855,0.0077980710034886,5,6,False,1544,0.5004505857614899,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000116863.fa,45,5046,0.0909442901611328,1041.2944846363855,0.0077980710034886,5,6,False,1544,0.5345283573317661,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000116863.fa,50,5046,0.0898299217224121,1041.2944846363855,0.0077980710034886,5,6,False,1544,0.5648854961832062,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000116863.fa,55,5046,0.2088942527770996,1041.2944846363855,0.0077980710034886,5,6,False,1544,0.5936705283978525,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000116863.fa,60,5046,0.0893006324768066,1041.2944846363855,0.0070004242681374,5,6,False,1544,0.6202303316220341,0.0093681482957942,4881.703997216702,1.2551755905151367,4856.728695561272,0.0089712918660287,3527,0.6576418876647949
Chimpanzee,ENSG00000126070-0.fa,15,1060,0.0178914070129394,1056.9943253422748,0.0028301886792452,0,1,True,1060,0.0832562442183163,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,20,1060,0.0180869102478027,1056.9943253422748,0.0028301886792452,0,1,True,1060,0.1094890510948904,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,25,1060,0.0179107189178466,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.135013501350135,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,30,1060,0.0173690319061279,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.1605709188224799,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,35,1060,0.1491177082061767,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.1856763925729443,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,40,1060,0.0169084072113037,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2040457343887423,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,45,1060,0.0175161361694335,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2206654991243433,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,50,1060,0.0174174308776855,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2371403661726242,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,55,1060,0.0171844959259033,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2534722222222222,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,60,1060,0.0185270309448242,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2696629213483146,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,65,1060,0.0172765254974365,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.2857142857142857,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,70,1060,0.0171132087707519,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3016281062553556,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,75,1060,0.0171329975128173,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3174061433447098,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,80,1060,0.0165801048278808,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3330501274426508,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,85,1060,0.0161540508270263,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3485617597292724,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,90,1060,0.0166435241699218,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3639427127211457,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000126070-0.fa,95,1060,0.0162205696105957,1056.9943253422748,0.0028301886792452,0,1,False,1060,0.3791946308724832,0.0028301886792452,1056.9943253422748,0.0405554771423339,1056.9943253422748,0.0028301886792452,1060,0.0359981060028076
Chimpanzee,ENSG00000186094-1.fa,50,11335,0.210160493850708,10993.112099332657,0.0091872128995968,10,11,False,4073,0.611689993217831,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,55,11335,0.3532328605651855,10993.112099332657,0.0090866067203028,10,11,False,4073,0.6397316571981144,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,60,11335,0.3424086570739746,10993.112099332657,0.0090866067203028,10,11,False,4073,0.6661330487371042,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,65,11335,0.3324263095855713,10993.112099332657,0.0090306465558651,9,10,False,4073,0.6897978208937832,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,70,11335,0.2134771347045898,10993.112099332657,0.0090306465558651,9,10,False,4073,0.7102197739140415,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,75,11335,0.3597278594970703,10991.11201987343,0.0088815147374585,9,10,False,4073,0.7285948729556901,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,80,11335,0.3382563591003418,10991.11201987343,0.0088521687813514,9,10,False,4073,0.7452788021007934,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,85,11335,0.2083587646484375,10991.11201987343,0.0089232599643069,8,9,False,4073,0.7608611647805685,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,90,11335,0.3564233779907226,10991.11201987343,0.0089232599643069,8,9,False,4073,0.7756739059260067,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000186094-1.fa,95,11335,0.3354325294494629,10991.11201987343,0.0088052831699019,8,9,False,4073,0.7894964106439251,0.0109013560223344,10990.097331182506,7.29657244682312,10916.19738291967,0.0102836879432624,9180,3.260664701461792
Chimpanzee,ENSG00000188157-0.fa,15,3340,0.0476164817810058,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.705704799275581,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,20,3340,0.2030184268951416,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7210068924183398,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,25,3340,0.0470869541168212,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7323187108325873,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,30,3340,0.0456063747406005,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7420410592085689,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,35,3340,0.0469739437103271,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7517057253040641,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,40,3340,0.1456525325775146,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7613132209405501,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
Chimpanzee,ENSG00000188157-0.fa,45,3340,0.0459566116333007,-1150.0291205556084,0.0063176895306859,1,2,True,707,0.7701386839775746,0.0071492403932082,-1152.03837333475,0.1820788383483886,-1150.0291205556084,0.0062056737588652,1023,0.1040434837341308
